patentnumber,title,abstract
9819638,"Alarm profile for a fabric network","Methods and systems for transferring alarm information by sending an alarm message containing information about an alarm. The alarm message includes an alarm counter indicator that indicates whether an alarm status has changed from a previous alarm message. The alarm message also includes one or more indications of alarm conditions indicating an alarm state or an alarm source. Furthermore, the alarm message includes an alarm length that indicates a number of alarm conditions included in the alarm message."
9819724,"XML communication","A distributed system includes a client and a server. The client may comprise a serialization module for serializing data into a first communication format to communicate the data to a server. The server may include a communication format parser for de-serializing the data received into a server-internal communication format. The serialization module may also be adapted for transforming the data into the server-internal communication format for a communication to the server. The client may also be adapted for indicating to the server that the client is capable of sending data in the server-internal communication format, and the server may be able to indicate its readiness to receive such data. The data may be sent either in the first or, alternatively, in the server-internal format."
9819765,"Systems and methods to provide assistance during user input","Systems and methods to provide assistance for completion during user input. In one embodiment, a method includes automatically generating profiles for persons identified in messages, such as incoming and outgoing emails. When a user is typing an input, the profiles are used to identify suggestions for the completion of the user input."
9820039,"Default playback devices","Systems and method discussed herein involve applying a designation of a default playback device in a media playback system. One method may involve maintaining a database comprising data indicating an assignment of an identification of a network microphone device to a playback zone of a media playback system, receiving a message indicating (i) the identification of the network microphone device and (ii) a media playback command, identifying the playback zone in the media playback system based on the data in the database and the received message, and transmitting to the playback zone, a message indicating the media playback command."
9823740,"Safety scheme for gesture-based game","Technologies are generally described for providing a notification to a player playing a gesture-based game of a potentially dangerous condition. In some examples, a safety component of a gesture-based game system includes a gesture range determination unit configured to determine a gesture range associated with a gesture-based game; a detection unit configured to detect a movement of an object; and an alarm unit configured to generate an alarm in response to a determination based on the movement of the object which is within the gesture range."
9823839,"Device, method, and graphical user interface for displaying additional information in response to a user contact","An electronic device, with a touch-sensitive surface and a display, includes one or more sensors to detect intensity of contacts with the touch-sensitive surface. The device detects a contact on the touch-sensitive surface while a focus selector corresponding to the contact is at a respective location on the display associated with additional information not initially displayed on the display. While the focus selector is at the respective location, upon determining that the contact has an intensity above a respective intensity threshold before a predefined delay time has elapsed with the focus selector at the respective location, the device displays the additional information associated with the respective location without waiting until the predefined delay time has elapsed; and upon determining that the contact has an intensity below the respective intensity threshold, the device waits until the predefined delay time has elapsed to display the additional information associated with the respective location."
9823882,"Semiconductor device and information processing device","In a semiconductor device in which components to be a basic configuration unit are arranged in an array shape for calculating an interaction model, a technique capable of changing a topology between the components is provided. A semiconductor device includes a plurality of units each of which includes a first memory cell for storing a value indicating a state of one node of an interaction model, a second memory cell for storing an interaction coefficient indicating an interaction from a node connected to the one node, and a calculation circuit for determining a value indicating a next state of the one node based on a value indicating a state of the connected node and on the interaction coefficient. In addition, the semiconductor device includes a plurality of switches for connecting or disconnecting the plurality of units to/from each other."
9823895,"Memory management for finite automata processing","Matching at least one regular expression pattern in an input stream may be optimized by initializing a search context in a run stack based on (i) partial match results determined from walking segments of a payload of a flow through a first finite automation and (ii) a historical search context associated with the flow. The search context may be modified via push or pop operations to direct at least one processor to walk segments of the payload through the at least one second finite automation. The search context may be maintained in a manner that obviates overflow of the search context and obviating stalling of the push or pop operations to increase match performance."
9824014,"Expedited servicing of store operations in a data processing system","In at least some embodiments, a processor core generates a store operation by executing a store instruction in an instruction sequence. The store operation is marked as a high priority store operation operation in response to detecting, in the instruction sequence, a barrier instruction that precedes the store instruction in program order and that includes a field set to indicate the store operation should be accorded high priority and is not so marked otherwise. The store operation is buffered in a store queue associated with a cache memory of the processor core. Handling of the store operation in the store queue is expedited in response to the store operation being marked as a high priority store operation and not expedited otherwise."
9824305,"Printing control device, image processing method, and storage medium","An image processing apparatus performing a rasterization process with a scanline method interprets a received printing job and generates objects. In an objecting combining process, the reception objects are spooled, the generated objects are interpreted, and it is subsequently determined whether or not the objects are vertically long objects to be combined into a single object. If the objects are determined to be the vertically long objects, an object combining process is performed to render the vertically long objects respectively in a longitudinal direction to form the single object."
9824479,"Method of animating messages","The present invention relates to rendering texts in a natural language, namely to manipulating a text in a natural language to generate an image or animation corresponding to this text. The invention is unique mainly in that a sequence of animations is selected, semantically corresponding to a given text. Given a set of animations and a text, the invention makes it possible to compare the sequence of these animations to this text. It is unique in that text templates are used and an optimum sequence of these templates is determined. The idea of the template-based text rendering consists in that the text is manipulated to generate an image or animation with the aid of searching correspondences to a limited number of predefined templates. An animation according to certain style is selected in compliance with each template. Animations are sequentially combined into a single sequence of video images."
9825953,"Presenting authorized data to a target system","Embodiments of the invention are directed to systems, methods, and computer program products for presenting authorized data to a target system. The system is configured to receive an indication from one or more target systems to retrieve data from an authorized data source; receive one or more regulatory parameters associated with the one or more target systems; determine one or more domains associated with the data, wherein the one or more domains comprise at least a transaction domain, a reference and master data domain, a derived domain, and a discovery domain; determine one or more data types associated with each of the one or more domains; transform the data based on at least the one or more regulatory parameters, the one or more data management controls, the one or more domains, and the one or more data types; and transmit the transformed data to the one or more target systems."
9826030,"Placement of volume partition replica pairs","A system and method for providing sets of partition placements, the system and method including, receiving at least one placement request for a set of partitions of a volume. Based at least in part on counts of pairs of partitions hosted by pairs of computing devices, the system and method further includes determining how suitable the pairs of computing devices are for placement of partitions of the set of partitions, generating a set of placements based at least in part on the determination, and providing the set of placements in response to the at least one placement request."
9826041,"Relative placement of volume partitions","A system and method for providing sets of partition placements, the system and method including determining a first set of placements for a first set of partitions first set of partitions of a volume based at least in part on a set of constraints, and placing the first set of partitions based at least in part on the first set of placements. The system and method further includes determining a second set of placements for a second set of partitions of the volume based at least in part on the first set of placements and the set of constraints, the second set of partitions being a replica of the first set of partitions, and placing the second set of partitions based at least in part on the second set of placements."
9826306,"Default playback device designation","Systems and methods discussed herein involve designating a default playback device in a local playback network. One method may involve determining that a networked microphone device is available for assignment to one or more playback zones within a local playback network, displaying a prompt to indicate at least one playback zone to which the network microphone device is to be assigned, receiving an input indicating a particular playback zone in the local playback system to which the network microphone device is to be assigned, and storing data indicating an assignment of the network microphone device to the particular playback zone."
9827060,"Medical device control interface","An interface component is provided for use with a first glove and a medical equipment component. The interface component comprises at least one switch located on the first glove, where each of the at least one switch provides a control signal to the medical equipment component. The interface component may further comprise a controller coupled to the plurality of switches, a power supply module coupled to the controller, and a wireless communications interface coupled to the controller in communication with a wireless interface of the medical equipment component."
9829703,"Eye imaging in head worn computing","Aspects of the present invention relate to methods and systems for imaging, recognizing, and tracking of a user's eye that is wearing a HWC. Aspects further relate to the processing of images reflected from the user's eye and controlling displayed content in accordance therewith."
9829707,"Measuring content brightness in head worn computing","Aspects of the present invention relate to methods and systems for measuring and managing the brightness of digital content in a field of view of a head-worn computer."
9829981,"Haptic output device","A haptic actuator is disclosed. The haptic actuator comprises a magnet, a conductor set apart from the magnet by a gap, and an actuator coupled to the magnet. The actuator is configured to move the magnet between a first position in which the conductor is subjected to, from the magnet, a first net magnetic flux having a first direction, and a second position in which the conductor is subjected to, from the magnet, a second net magnetic flux having a second direction different than the first direction."
9830048,"Devices and methods for processing touch inputs with instructions in a web page","An electronic device, while displaying a user interface that corresponds to at least a portion of a web page on a display, detects a touch input on a touch-sensitive surface at a first location that corresponds to the displayed portion of the web page on the display. While detecting the touch input on the touch-sensitive surface, the electronic device detects an intensity of the touch input on the touch-sensitive surface, determines whether the intensity of the touch input on the touch-sensitive surface has changed from below a first intensity threshold to above the first intensity threshold, and in response to determining that the intensity of the touch input on the touch-sensitive surface has changed from below the first intensity threshold to above the first intensity threshold, generates a force down event that is distinct from a mouse down event."
9830101,"Managing data storage in a set of storage systems using usage counters","The present invention relates to a method for data access in a storage infrastructure. The storage infrastructure comprises a host system connected to at least a first storage system and a second storage system. The first storage system receives, from the host system, a write request for storing a data chunk, the write request is indicative of a first identifier of the data chunk. The first storage system calculates a hash value of the received data chunk using a hash function. The first storage system determines a first storage location in the first storage system of the data chunk and sends a write message including the hash value, the first identifier and the first storage location to the de-duplication module. The de-duplication module determines whether the hash value exists in the data structure."
9830175,"Predictive management of on-demand code execution","Systems and methods are described for predictively managing calls to tasks on an on-demand code execution environment. Specifically, a task profile can be utilized to predict that a call to a task will be followed by transmission of information to an auxiliary service. Thereafter, the on-demand code execution environment can select a virtual machine to execute the task based, for example, on the speed or reliability of a communication channel between the selected virtual machine and the auxiliary service. If execution of the task does cause transmission of information to the auxiliary service, the information can be transmitted via the communication channel, thereby increasing the speed or reliability of the transmission."
9830193,"Automatic management of low latency computational capacity","A system for providing automatic management of low latency computational capacity is provided. The system may be configured to maintain a plurality of virtual machine instances. The system may be further configured to identify a trend in incoming code execution requests to execute program code on a virtual compute system, determine, based on the identified trend, that the plurality of virtual machine instances should be adjusted, and adjust the plurality of virtual machine instances based on the identified trend."
9830353,"Determining match type for query tokens","Example processes for determining a match type include: receiving a query token from a content provider; consulting a database stored in memory to determine past performance of the query token for associated content, where the past performance includes performance information indicating how well the query token performed for different match types, where a match type indicates a way that components of the query token match components of another query token in order to achieve a token match; determining, based on the performance information, differences in performance between ones of the different match types; comparing the differences in performance to a threshold; and selecting a match type for the query token based on the comparing."
9830386,"Determining trending topics in social media","Technology is discussed herein for identifying comparatively trending topics between groups of posts. Groups of posts can be selected based on parameters such as author age, location, gender, etc., or based on information about content items such as when they were posted or what keywords they contain. Topics, as one or more groups of words, can each be given a rank score for each group based on the topic's frequency within each group. A difference score for selected topics can be computed based on a difference between the rank score for the selected topic in each of the groups. When the difference score for a selected topic is above a specified threshold, that selected topic can be identified as a comparatively trending topic."
9830404,"Analyzing language dependency structures","Technology is discussed herein for identifying trending actions within a group of posts matching a query. A group of posts can be selected based on specified actions, action targets, or parameters such as author age, location, gender, when the posts were posted or what keywords they contain. Selected posts can be divided into sentences and a dependency structure can be created for each sentence classifying portions of the sentence as actions or action targets. Statistics can be generated for each sentence or post indicating whether it matches the actions, action targets, or other parameters specified in the query. Based on these statistics, additional information can be gathered to respond to questions posed in the query."
9830784,"Semantic framework for variable haptic output","Methods and apparatus organize a plurality of haptic output variations into a cohesive semantic framework that uses various information about the alert condition and trigger, application context, and other conditions to provide a system of haptic outputs that share characteristics between related events. In some embodiments, an event class or application class provides the basis for a corresponding haptic output. In some embodiments, whether an alert-salience setting is on provides the basis for adding an increased salience haptic output to the standard haptic output for the alert. In some embodiments, consistent haptics provide for branding of the associated application class, application, and/or context."
9832141,"Routing based request correlation","Aspects of the disclosure will be described with regard to the processing of DNS queries by a DNS service based on multiple network addresses associated with a single network entity (e.g., a service provider). The DNS service may respond to each DNS query for identifying network addresses associated with the service provider with a respective unique network address from a pool of network addresses. Based on the uniqueness of network addresses, DNS queries and subsequent communications between respective client computing devices and the service can be correlated."
9832227,"System and method for network level protection against malicious software","A method in one example implementation includes receiving information related to a network access attempt on a first computing device with the information identifying a software program file associated with the network access attempt. The method also includes evaluating a first criterion to determine whether network traffic associated with the software program file is permitted and then creating a restriction rule to block the network traffic if the network traffic is not permitted. The first criterion includes a trust status of the software program file. In specific embodiments, the method includes pushing the restriction rule to a network protection device that intercepts the network traffic associated with the software program file and applies the restriction rule to the network traffic. In more specific embodiments, the method includes searching a whitelist identifying trustworthy software program files to determine the trust status of the software program file."
9832519,"Interactive video distribution system and video player utilizing a client server architecture","An interactive video distribution system and video player are described. A client server arrangement may be used for providing a video player and video content to a client device. The video player may display navigation images enabling navigation to specific portions of the video content by activating a corresponding navigation image. The video player may also enable the sharing of a segment of the video with other video players, enabling the video players to play the streamed segment of the video without having to play the entire video, thereby reducing network bandwidth usage. The video player may be embeddable. The server may associate searchable tags with respective video segments."
9836025,"Tactile switch for an electronic device","Embodiments are directed to a watch having a touch-sensitive display and a switch assembly positioned along or within an enclosure. The switch assembly includes a shaft extending into an opening of the enclosure and is configured to receive rotational and translational input. A first sensor, positioned within the enclosure, is configured to detect the rotational input. A second sensor, positioned within the enclosure, is configured to detect the translational input. The watch also includes a touch-sensitive display configured to receive touch input and to depict a graphical output of the watch. The graphical output may be responsive to various inputs, including a touch input provided at the display, the translational input provided at the switch assembly, and the rotational input provided at the switch assembly."
9836100,"Support frame with integrated phase change material for thermal management","The invention is directed to a novel solution to providing heat management and cooling to electronic devices. According to various embodiments, heat produced during the operation of the processing components in the computing device is absorbed by heat management features integrated within a supporting mid-frame. The heat management features include phase changing materials that allow the processing components to be kept at a isothermal state through changes in phase, thereby prolonging the duration of time in which the processing components can operate at high performance levels without the need to throttle the performance."
9836122,"Eye glint imaging in see-through computer display systems","Disclosure herein concerns a method that includes illuminating a user's eye with an illumination source in a head-worn display, capturing an image of the user's eye with an eye camera in the head-worn display, wherein the image includes an eye glint produced by light from the illumination source that is reflected from a surface of the user's eye, determining a size of an eye glint in the captured image, and identifying a change in focus distance for the user's eye in correspondence with a change in the size of the eye glint."
9836151,"Multi-touch pad controller","A highly configurable controller is described that includes a number of different types of control mechanisms that emulate a wide variety of conventional control mechanisms using pressure and location sensitive sensors that generate high-density control information which may be mapped to the controls of a wide variety of devices and software."
9836235,"Low power distributed memory network","A digital signal processing (DSP) system includes an analog to digital converter, program random access memory (PRAM), N switching devices, and a control module. The analog to digital converter is configured to convert samples of an analog signal into digital samples. The PRAM includes: N PRAM blocks, where N is an integer greater than one; and code for M digital signal processing functions stored in the N PRAM blocks, where M is an integer greater than one. The N switching devices are configured to connect and disconnect the N PRAM blocks, respectively, to and from a power source. The control module is configured to: control the N switching devices; and execute selected ones of the M digital signal processing functions on the digital samples to produce an output."
9836243,"Cache management techniques","Described are techniques for caching metadata. At least a portion of the cached metadata may be stored persistently on flash-based storage. A data movement granularity size may be determined in accordance with one or more values including M denoting a number of storage units, or more generally metadata objects, having associated metadata stored in a single cached metadata page. At least a portion of the associated metadata is stored on the flash-based storage. A first data portion selected for data movement may have a size equal to the data movement granularity size. The first data portion has first metadata stored on the flash-based storage. The first metadata may include location metadata updated in connection with data movements performed. In accordance with data movement of the first data portion, the first metadata is updated. In a single write operation, the updated first metadata may be written to the flash-based storage."
9836371,"User-directed logging and auto-correction","A method, system, and computer program product for performing user-initiated logging and auto-correction in hardware/software systems. Embodiments commence upon identifying a set of test points and respective instrumentation components, then determining logging capabilities of the instrumentation components. The nature and extent of the capabilities and configuration of the components aid in generating labels to describe the various logging capabilities. The labels are then used in a user interface so as to obtain user-configurable settings which are also used in determining auto-correction actions. A measurement taken at a testpoint may result in detection of an occurrence of a certain condition, and auto-correction steps can be taken by retrieving a rulebase comprising a set of conditions corresponding to one or more measurements, and corrective actions corresponding to the one or more conditions. Detection of a condition can automatically invoke any number of processes to apply a corrective action and/or emit a recommendation."
9836372,"Device verification system with firmware universal verification component","A device verification system includes a device under test (DUT) including digital logic and a plurality of digital memories coupled to the digital logic; a plurality of hardware Verification Intellectual Property (VIP) modules coupled to the DUT to verify hardware of the DUT; and a plurality of software VIP modules coupled to the DUT to verify firmware of the DUT. A method for verifying the functionality of a device under test includes automatically developing code segments representing a series of firmware test patterns with a software Verification Intellectual Property (VIP) module; transferring code segments representing the series of firmware test patterns into a digital memory of a device under test (DUT) that includes digital logic; and monitoring the functional operation of the DUT as it uses the digital logic to execute the code segments representing the series of firmware test patterns stored in digital memory."
9836459,"Systems and methods for multi-user mutli-lingual communications","Various embodiments described herein facilitate multi-lingual communications. The systems and methods of some embodiments may enable multi-lingual communications through different modes of communications including, for example, Internet-based chat, e-mail, text-based mobile phone communications, postings to online forums, postings to online social media services, and the like. Certain embodiments may implement communications systems and methods that translate text between two or more languages (e.g., spoken), while handling/accommodating for one or more of the following in the text: specialized/domain-related jargon, abbreviations, acronyms, proper nouns, common nouns, diminutives, colloquial words or phrases, and profane words or phrases."
9836532,"Foreign organization name matching","Embodiments include a system, method, and computer program product for foreign organization name matching. Aspects include receiving a first entity name from a first database configured in a first language and receiving a second database, wherein the second database includes a plurality of entity names in a second language, wherein the first and second languages are different. Aspects also include performing an Internet search based on the first entity name, wherein a language setting of the Internet search is configured to the second language and identifying a list of candidate names based on a set of results from the Internet search. Another aspect includes filtering the list to obtain a resulting candidate name and determining whether the resulting candidate name matches one of the entity names in the second database. Aspects include associating the first entity name and a matching entity name in the second database based on the determination."
9836533,"Apparatus, method and article to effect user interest-based matching in a network environment","Websites operated by relationship building service providers collect information from users for use in identifying candidate matches for a user. At least a portion of the information may include freeform text entered by the user to identify the user's interests. The freeform text entered by users may be preprocessed and a user interest group model formed using a generative Natural Language Process that is applied to determine user interest groups from the freeform text. Such user interest groups identify related words based on the frequency of their occurrence and relationship within the freeform text. Individual user interest group membership vectors for each user included in a number of users may be determined using the user interest group model. At least one compatibility aspect between users may then be assessed based on the similarity or distance between the user interest group membership vectors associated with each user."
9836649,"Eye imaging in head worn computing","Aspects of the present invention relate to methods and systems for imaging, recognizing, and tracking of a user's eye that is wearing a HWC. Aspects further relate to the processing of images reflected from the user's eye and controlling displayed content in accordance therewith. Aspects further relate to determining health conditions of the user based on eye imaging technologies."
9836692,"Implementing neural networks in fixed point arithmetic computing systems","Methods, systems, and computer storage media for implementing neural networks in fixed point arithmetic computing systems. In one aspect, a method includes the actions of receiving a request to process a neural network using a processing system that performs neural network computations using fixed point arithmetic; for each node of each layer of the neural network, determining a respective scaling value for the node from the respective set of floating point weight values for the node; and converting each floating point weight value of the node into a corresponding fixed point weight value using the respective scaling value for the node to generate a set of fixed point weight values for the node; and providing the sets of fixed point floating point weight values for the nodes to the processing system for use in processing inputs using the neural network."
9836948,"Devices, systems and methods for locating and interacting with medicament delivery systems","In some embodiments, a method includes establishing a communications link between a computing device and an adapter. The adapter is configured to receive at least a portion of a medicament delivery device. A wireless signal is received to maintain the communications link. A relative position between the computing device and the adapter is determined. An alarm is produced when the wireless signal is not received within a time period. The alarm is based on the relative position between the computing device and the adapter."
9837682,"Variable layer thickness in curved battery cell","Examples are disclosed herein that relate to curved batteries. One example provides a battery comprising an anode arranged on an anode substrate, a cathode arranged on a cathode substrate, the anode substrate being curved at a first curvature and the cathode substrate being curved at a second curvature, and a separator between the anode and the cathode. A thickness of the anode substrate and a thickness of the cathode substrate are determined based on the curvature of the respective substrate, such that the one of the anode substrate and the cathode substrate with a larger curvature has a larger thickness."
9838411,"Subscriber based protection system","A system features one or more network devices communicatively coupled to a management system. Configured to receive a portion of the network traffic, a first network device features one or more virtual machines that, based on a subscribed protection level, (i) perform network activities in response to a processing of the received portion of the analyzed network traffic, (ii) monitor behaviors of the one or more virtual machines during processing of the portion of the analyzed network traffic, (iii) determine whether the behaviors are anomalous, and (iv) generate an identifier for the portion of the analyzed network traffic associated with monitored behaviors being anomalous. The management system controls a setting of the protection level for the first network device to alter a frequency of receipt of identifiers associated with analyzed network traffic from a second network device of the one or more network devices different from the first network device."
9841599,"Optical configurations for head-worn see-through displays","Aspects of the present invention relate to methods and systems for providing a high transmission see-through view of the environment while trapping escaping light from the display system. In embodiments, a camera system is also provided that is aligned with the display system to provide images of the environment in a viewing direction of the user."
9841814,"Intentional user experience","Methods for intentional user experience are provided herein. Exemplary methods include: getting point of interest data, including a location of a point of interest; receiving first user data, including a first location of the user and a first direction of a gaze of the user; calculating a first position of the gaze of the user using the first location of the user and the first direction of the gaze of the user; displaying a first indicator denoting the first position of the gaze of the user; receiving second user data, including a second location of the user and a second direction of a gaze of the user; calculating a second position of the gaze of the user using the second location of the user and the second direction of the gaze of the user; and displaying a second indicator denoting the second position of the gaze of the user."
9842103,"Machined book detection","A system and method for determining whether a textual work submitted for publishing is machine generated or non-machine generated by identifying and quantifying various aspects of the textual work and comparing those aspects to known works. For example, the system and method may identify aspects of a textual work, including, a relationship between the sentences within the textual work, a writing style of the author of the textual work, a grammatical structure of the sentences within the textual work, a quality of the textual work, and other aspects of the textual work. Upon determining that the textual work is machine generated the textual work may be rejected for publishing."
9842144,"Presenting suggestions for user input based on client device characteristics","A computer implemented method includes: receiving an incomplete input from a user; presenting a plurality of suggestions to the user for completion of the input, wherein the suggestions are presented in a ranked order based on a characteristic associated with the user terminal; receiving a selection by the user of a suggestion from the suggestions; and completing the input with the suggestion."
9842145,"Providing profile information using servers","A method includes: generating profile data for users including a first user, the profile data related to contacts or persons used in messages to or from each user; generating, via a server platform, parameters corresponding to the profile data for ranking contacts or persons; and transmitting the parameters to client devices to allow each client device to determine ranks of contacts or persons in the profile data based on the parameters and a function that uses the parameters."
9842388,"Systems and methods for location aware augmented vision aircraft monitoring and inspection","Systems and methods for location aware augmented vision aircraft monitoring and inspection are provided. In one embodiment, a method for location aware augmented vision assisted aircraft inspection and monitoring comprises: obtaining status information regarding an aircraft from an on-board aircraft network; obtaining a user location from a user carried augmented vision display device; refining a first data set from the status information based at least in part on the user location; wirelessly transmitting the first data set to the user carried augmented vision display device; determining an orientation of the user carried augmented vision display device with respect to the aircraft; and displaying at least a subset of the first data set on the user carried augmented vision display device, wherein the subset of the first data set is determined at least in part based on the orientation of the user carried augmented vision display device."
9843609,"Creation, sharing and embedding of interactive charts","Systems and methods for generating and sharing interactive charts are described. The interactive charts are generated in an online portal that allows users to customize the interactive features of the chart. An online portal may also be provided to allow users to automatically embed interactive chart(s) in another website without reprogramming the code of the website each time the interactive chart(s) are changed or new interactive chart(s) are added."
9843640,"Scalable, real-time messaging system","Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for receiving a write request from a publisher comprising a channel name wherein the channel identified by the channel name comprises an ordered plurality of messages stored in buffers, each buffer having a predetermined time-to-live and being assigned to a respective node, identifying a first node and a first buffer stored on the first node based on the channel name of the request that has available storage for storing messages and wherein the first buffer has a time-to-live that has not expired, and sending a write grant to the publisher wherein the grant comprises identification of the first node and the first buffer, and wherein the publisher is configured to send messages to the first node for storage in the first buffer based on the grant until the first buffer is full or its time-to-live has expired."
9846218,"Calbration of a sensor assembly for use in medical position/orientation tracking","A position and orientation system and method is provided. A magnetoresistance sensor is provided having a sensor array configured to measure magnetic fields and a metallic coil positioned within the magnetoresistance sensor. In certain embodiments, the magnetic coil may be used to generate a known magnetic field that, when measured by the sensor array, may be used to determine or update a calibration constant for the system."
9846780,"Automated vulnerability intelligence generation and application","Techniques for providing computer security vulnerability intelligence are disclosed. The techniques include obtaining distributable vulnerability data that includes, for each of a plurality of software packages and associated vulnerabilities, threat mitigation information and a threat priority parameter, where the distributable vulnerability data was derived from an intelligence graph including a plurality of fundamental instance nodes, a plurality of document nodes, and a plurality of edges. The techniques also include identifying installed software packages on a computer system, correlating a plurality of the installed software packages with the distributable vulnerability data to obtain a plurality of installed software packages and associated vulnerabilities, ordering at least some of the plurality of installed software packages and associated vulnerabilities according to threat priority parameters, such that an ordered plurality of installed software packages and associated vulnerabilities is obtained, and providing mitigation information for the ordered plurality of installed software packages and associated vulnerabilities."
9847964,"Service provisioning profile for a fabric network","Methods and systems for pairing a device to an account managed by a remote service include connecting to a commissioning device. The commissioning device is a device that manages pairing of devices to a remote service. Pairing the device to the fabric in a remote service also includes receiving service configuration details from the commissioning device. The commissioning device has previously retrieved the service configuration details that contain details configured to enable the joining device to connect to the remote service. Using the service configuration details, a device connects to the remote service using the received service configuration details."
9848328,"User authentication in a mobile environment","A data channel transmission can be used to authenticate a voice channel transmission. An authentication server can authenticate the identity of one or more parties to a call where at least one of the parties to the call is using a mobile device. A PKI authentication methodology or other symmetric or asymmetric encryption/decryption methodology can be used in a mobile network environment to identify and authenticate a first user to a second user. The authentication request sent to the third party trusted server can be encrypted, signed and transmitted over a data channel (such as an internet connection or SMS or MMS connection), concurrent with the voice channel transmission. In response to validation by the third party trusted server, the third party trusted server can send an authentication indication to the second user's device, which can display identification information and other (optional) data associated with the first user."
9848502,"Hinge assembly and foldable display device using the same","A foldable display device includes a first plate member, a second plate member, a hinge assembly, and a flexible display member. The first plate member includes a first display surface and a first side. The second plate member includes a second display surface and a second side. The first side and the second side are close to each other. A first hinge member and a second hinge member of the hinge assembly are respectively connected to the first plate member and the second plate member. The flexible display member includes a first portion, a second portion, and a middle portion. The first portion contacts the first display surface. The second portion contacts the second display surface. The middle portion is between the first side and the second side. The first and second hinge members rotate relatively to have the flexible display member spread to be flat."
